ticket_id,user_id,created_at,hour_of_day,day_of_week,age,gender,country,city,subscription,registration_date,days_since_registration,total_likes,total_matches,messages_sent,active_days_last_week,boosts_purchased,superlikes_purchased,past_tickets_count,avg_csat_history,platform,app_version,channel,language,user_message,support_response,message_length_chars,message_length_words,sentiment_score,priority,resolution_time_minutes,escalated,csat_ticket,category
TW-5DEE840A9B,U82814929,2025-05-21T18:26:24,18,Wednesday,22,male,RU,Владивосток,free,2025-03-01,81,273,10,27,0,0,2,3,4.2,Android,5.0.0,email,ru,прошу помочь! Почему модерация удалила фото с моим питомцем? Надеюсь на скорый ответ.,Приветствуем! Для ускорения модерации следуйте правилам оформления анкеты.,85,13,-0.434,low,52.2,0,3,moderation
TW-A4279C7301,U36070592,2026-03-27T16:22:03,16,Friday,38,female,RU,Краснодар,free,2025-11-03,144,101,5,23,6,0,3,0,,Android,4.14.0,email,ru,"Мой бывший создал аккаунт и преследует меня на Twinby. Пожалуйста, помогите разобраться.","Приветствуем! Передали жалобу в отдел безопасности, при угрозе обращайтесь в полицию.",88,12,-0.684,urgent,162.2,0,4,complaint
TW-15246C4679,U11860775,2025-12-04T00:54:43,0,Thursday,22,female,RU,Краснодар,free,2025-08-23,103,498,34,122,5,0,3,3,2.8,iOS,4.15.0,app_store_review,ru,Привет получаю неприятные сообщения сексуального характера от незнакомца,"Добрый день! Передали жалобу в отдел безопасности, при угрозе обращайтесь в полицию.",72,8,-0.182,low,547.3,0,4,complaint
TW-1ACD41C7D1,U85548420,2025-10-16T00:19:26,0,Thursday,18,female,RU,Москва,free,2025-09-26,20,75,7,39,2,0,0,0,,iOS,4.15.0,in_app_chat,ru,добрый вечер! После оплаты премиума новые лайки всё равно ограничены. Срочно нужна ваша помощь.,"Добрый день! Платёж в обработке у платёжной системы, обычно занимает до 24 часов.",95,14,-0.451,medium,9.2,0,4,payment
TW-C97DBE9C09,U53413894,2025-10-02T19:06:20,19,Thursday,27,female,RU,Барнаул,premium,2025-05-16,139,25,1,4,3,0,2,1,4.5,iOS,4.15.0,email,ru,"здравствуйте, саппорт, прошу компенсацию, приложение не работало три дня, а подписка активна. Прошу ответить как можно скорее","Здравствуйте! Детский возврат оформлен, средства вернутся в течение 5 рабочих дней.",125,17,-0.461,high,203.5,1,2,refund
TW-4669AA31AA,U57183637,2026-02-11T23:57:11,23,Wednesday,24,male,RU,Москва,premium,2024-09-23,506,115,16,21,3,1,0,1,4.4,iOS,5.1.0,app_store_review,ru,Здравствуйте. Почему цена подписки выросла в этом месяце без предупреждения? Буду благодарен за помощь.,Приветствуем! Сменить способ оплаты можно через настройки магазина приложений.,103,14,-0.407,high,46.8,0,4,payment
TW-FDCE946EFE,U57164927,2025-01-25T18:50:34,18,Saturday,31,male,RU,Санкт-Петербург,free,2025-01-15,10,34,1,14,0,0,1,0,,iOS,4.12.3,email,ru,"Добрый вечер, хочу сменить способ оплаты, но в насртойках нет такой опции","Добрый день! Передали платёж на проверку, ответим в течение суток.",73,12,-0.402,medium,76.8,0,4,payment
TW-0FCBFE8E88,U15599912,2025-10-09T07:52:35,7,Thursday,18,female,RU,Самара,free,2025-03-23,200,371,34,20,0,1,1,2,5.0,Android,4.12.3,in_app_chat,ru,Фильтры поиска сбрасываются сами каждый раз при перезаходе. Жду ответа.,"Приветствуем! Очистите кеш и перезагрузите устройство, это должно помочь.",71,10,-0.081,urgent,74.6,0,5,bug
TW-08064B5147,U32592374,2026-01-09T11:40:41,11,Friday,26,female,RU,Екатеринбург,premium,2025-11-14,56,220,17,35,5,1,5,4,4.4,Android,4.15.0,in_app_chat,ru,"Добрый вечер, планируете ли добавить темную тему в приложение? Пожалуста, помогите разобраться.","Приветствуем! Рады, что приложение оказалось полезным, спасибо за отзыв!",95,12,0.451,medium,25.2,0,5,other
TW-940AB9436F,U51379076,2025-05-25T06:33:05,6,Sunday,26,female,RU,Москва,free,2025-05-08,17,19,1,4,2,0,0,1,3.5,iOS,4.14.1,in_app_chat,ru,"Здравствуйте, уважаемая поддержка! Черный экран вместо видео в сторис у пользователей. Надеюсь на скорый ответ.","Добрый день! Зарегистрировали ваш баг-репорт, спасибо за обратную связь.",111,15,-0.92,low,254.2,0,3,bug
TW-220893D01C,U66356768,2025-06-29T20:48:16,20,Sunday,22,female,RU,Москва,free,2025-04-27,63,149,8,21,0,0,1,1,5.0,Android,4.14.0,in_app_chat,ru,"Добрый день, вопрос по работе сервиса в выходные дни. Жду ответа.",Добрый день! Партнёрские программы обсуждаются через partners@twinby.com.,65,11,0.221,low,29.1,0,4,other
TW-29F6FFDC6C,U47389031,2025-09-20T01:54:56,1,Saturday,41,female,RU,Ростов-на-Дону,premium,2025-06-17,95,226,29,44,4,0,2,1,3.8,iOS,4.14.1,in_app_chat,ru,"Хочу  обратиться. Мужчина угрожает мне в личных сообщениях, срочно нужна помощь. Буду благодарен за помощь.","Приветствуем! Заблокировать пользователя можно через его профиль, кнопка Заблокировать.",107,15,-0.909,urgent,23.8,0,3,complaint
TW-74CCEBA7A2,U58710124,2025-09-08T14:28:32,14,Monday,25,female,RU,Казань,free,2025-01-26,225,264,21,23,3,2,0,1,4.5,Web,4.14.1,email,ru,"Здравствуйте, уважаемая поддержка,  хочу сменить способ оплаты, но в настройках нет такой опции. Заранее благодарю.","Добрый день! Отправили запрос на возврат двойного списания, средства вернутся в течение 5 рабочих дней.",115,15,-0.42,medium,135.1,0,4,payment
TW-D94B1D26DB,U78379016,2026-01-03T10:23:33,10,Saturday,24,male,RU,Сочи,free,2025-10-26,69,204,21,120,4,0,2,0,,Android,4.14.1,in_app_chat,ru,"Не проходит модераацию описание профиля, в чём проблема?","Здравствуйте! Анкета принята на повторную модерацию, ожидайте до 24 часов.",56,8,-0.254,low,121.2,0,4,moderation
TW-E037C3A650,U52419263,2025-06-09T13:03:09,13,Monday,18,other,RU,Екатеринбург,free,2024-05-14,391,107,7,49,4,0,0,0,,iOS,4.14.1,in_app_chat,ru,"добрый день. Пользователь притворяется несовершеннолетим, судя по фото он старше.","Приветствуем! Передали жалобу в отдел безопасности, при угрозе обращайтесь в полицию.",81,10,-0.317,low,113.6,0,3,complaint
TW-8E64ECF3EA,U13129593,2025-04-28T08:14:05,8,Monday,18,female,RU,Нижний Новгород,premium,2024-01-06,478,277,21,98,3,0,2,0,,Android,4.15.0,in_app_chat,ru,"Привет. Купил подписку, деньги ушли, а в приложении ничего не появилось.","Приветствуем! Премиум активирован, перезайдите в приложение для обновления статуса.",72,11,-0.08,high,5.6,0,5,payment
TW-84686E056D,U54261269,2025-11-15T11:51:35,11,Saturday,28,female,RU,Воронеж,free,2025-10-02,44,174,9,46,3,2,0,1,2.3,Android,5.0.1,in_app_chat,ru,"Нужна помощь! Не могу войти в аккаунт, пишет что такого пользователя не существует. Буду ждать вашего решения.","Добрый день! Удалённый аккаунт восстановить невозможно, данные стираются безвозвратно.",110,17,-0.769,low,31.3,0,4,account
TW-27FCC248D9,U18433136,2025-09-19T13:34:50,13,Friday,24,female,RU,Москва,premium,2024-06-03,473,41,3,9,1,1,1,0,,iOS,5.0.1,in_app_chat,ru,Где посмотреть историю платежей внутри приложения? Очень надеюсь на решение.,"Добрый день! Проверили ваш платёж, средства поступили, подписка активирована.",76,10,-0.886,medium,24.4,0,4,payment
TW-4AB219D6B4,U51631262,2025-03-11T05:45:44,5,Tuesday,30,male,RU,Москва,free,2025-01-24,46,34,2,16,3,0,0,0,,iOS,5.1.0,in_app_chat,ru,Добрый день! Чат не синхронизируется между устройствами. Срочно нужна ваша помощь.,"Приветствуем! Очистите кеш и перезагрузите устройство, это должно помочь.",82,11,-0.707,medium,39.8,0,3,bug
TW-A6373C1F21,U71620940,2025-08-23T21:06:30,21,Saturday,37,male,RU,Новосибирск,free,2025-06-30,54,124,5,21,1,0,0,0,,iOS,5.0.0,telegram_bot,ru,"Привет! Дважды спиаслась сумма за подписку, прошу проверить платеж.","Добрый день! Проблема на стороне банка, рекомендуем попробовать другую карту.",67,9,-0.025,medium,22.0,0,5,payment
TW-9EF391262F,U68692177,2025-01-21T05:17:15,5,Tuesday,21,male,RU,Санкт-Петербург,free,2024-12-06,46,105,6,34,3,0,0,0,,Android,4.14.0,email,ru,"получил ссылку на подозрительный сайт от match, заблокируйте. Пишу уже не превый раз.","Добрый день! Зафиксировали обращение, нарушитель получит предупреждение.",85,13,-0.471,low,96.9,0,4,complaint
